product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
2d1d20d3c91d3940c6079a3bad529402,perfumaria,56,2133,1,150,22,18,17
2d2600c283c0c1af0528fd84c14a2c28,bebes,32,467,2,4117,60,15,49
2d27a2ca6a182ff8cee95fea0f6a69ce,casa_construcao,56,371,1,200,20,8,16
2d2cdc4b136fabbf2f932bf1d1f3a891,cama_mesa_banho,52,289,1,2600,35,9,33
2d2fbde9939c282238dc0847b04c5018,informatica_acessorios,48,343,4,300,22,12,20
2d3a6bdc41b55fc4a14a6e70621940d7,moveis_decoracao,49,284,2,6200,35,35,35
2d4086091519b04cd687a38e33dc276c,informatica_acessorios,59,1080,1,200,20,10,15
2d4500a3d35334916c955b3c365dbefe,eletroportateis,58,2984,3,3950,43,15,32
2d4a0901f4f1829bd4f4affbb142ce4b,consoles_games,44,1339,2,700,20,15,20
2d4d78eecba060a7127c5f6a21cdb0c7,brinquedos,28,137,1,2444,45,22,41
2d5bb6fc16b9fb75539ddcd93de86aa4,brinquedos,33,234,1,500,17,10,12
2d6540e715ca18c58c4aafd86c172aa1,instrumentos_musicais,60,3146,6,3050,50,20,20
2d65aa8c163f7a8dca8c8f51d8f0e95c,esporte_lazer,54,328,1,233,20,18,18
2d72cf7f8c3240028550efb165045073,instrumentos_musicais,53,1016,4,300,25,4,20
2d7a8b0a6a788d4dfaf9094bf36254c9,utilidades_domesticas,51,729,4,10050,45,15,30
2d7ec74c6f93ad8234f2e29817b2827b,bebes,54,305,6,1400,40,30,30
2d8f2be4f08788ee3bf5356af2b2ee6c,climatizacao,52,331,4,100,27,13,17
2d9b49aa7510c59fca0cca0e1dc0e0ca,utilidades_domesticas,54,537,1,1550,25,10,20
2dc2efef0bbccb4ea53e2a21cdd52dc7,bebes,55,704,4,5650,60,20,50
2dd91cf063cf57cb0eebef072746daab,beleza_saude,60,919,1,200,22,3,15
2de5cccebd19a4c9731ebf3a29f8da53,utilidades_domesticas,40,502,1,3000,25,51,25
2dfda1ff7f02fb76576e5961ddd85e38,perfumaria,40,638,2,50,20,8,14
2e0a8fea09b84a86e1fef3fcdf244668,esporte_lazer,57,597,4,7750,52,22,32
2e0c6cc9589cfc1c8eb99242ac6e15ce,telefonia,48,598,3,500,16,5,11
2e0ce433616916840a405d0853407af8,informatica_acessorios,48,407,1,100,24,14,11
2e511b5741ab14e7f5294df6f1310b03,informatica_acessorios,52,2515,1,188,20,16,15
2e6be77a8a0914080c1e8b6f3dde836b,moveis_decoracao,50,2242,3,300,60,11,11
2e6f3959fac9a271f1d1610c30d4b95c,relogios_presentes,54,491,5,200,16,2,11
2e80de39baa315ca5657caf93b47593b,fashion_bolsas_e_acessorios,41,487,2,14900,27,60,41
2e810f124ff7668bc1ea0d1953aaacd2,relogios_presentes,55,623,1,337,16,13,13
2e830c73f28d3b8542af03cf2637dfc4,eletronicos,34,214,1,275,24,9,17
2ea654ee9e83b7622ce3ac79ce772970,artes,57,851,1,1500,65,6,48
2ea92fab7565c4fe9f91a5e4e1756258,papelaria,55,178,3,10600,60,20,29
2eb2543712366c95191841792a725a23,utilidades_domesticas,55,236,1,450,54,4,15
2eb384017334e47db9ccf364216799df,utilidades_domesticas,59,887,1,5500,32,32,32
2eb3c639a21ca3eeabf2ec13bf7bc46d,cama_mesa_banho,59,451,7,11350,50,30,40
2eb6e8f39feaf75fc5163f774d38f0f1,pet_shop,53,1517,2,467,19,15,18
2eb72d11643aaae8f92fafc9296674c8,esporte_lazer,53,484,1,200,21,21,21
2eb9b2ef7c1da3c7b99702452ea4729f,tablets_impressao_imagem,64,547,3,300,26,3,26
2ebe00f53430b4eb4086f08409ec7760,telefonia,58,453,3,150,19,4,11
2ec4063419591b373f7990da94fb2c6c,telefonia,44,375,2,50,20,20,20
2ef3cc0d3f3adddc0ef8ecf48989bba2,pet_shop,34,1140,1,3875,30,25,25
2f13d1dc8b4e1d9d8027be50339546a9,moveis_decoracao,48,895,1,2650,30,30,30
2f178dc91b792930e1ff40a77a123506,telefonia,55,588,2,369,15,13,13
2f1927c926303d27159849d2601d5d96,esporte_lazer,40,354,3,650,28,20,25
2f1ae77f6516da678d91c8a80b90bc20,brinquedos,58,533,3,742,37,32,29
2f48e99df2052ce8a7d14855ea40e838,cama_mesa_banho,48,392,1,1150,35,10,35
2f4a64fe9c6430a9626b4745227cd0e8,relogios_presentes,45,375,9,650,30,15,15
2f5e485bacfeb554bec55cd497c9bc51,utilidades_domesticas,42,367,3,236,23,14,16
2f6e181a1c1c54d63d3a7e4d64b9947f,ferramentas_jardim,57,305,4,850,16,7,30
2f774e1d1ee6937ae8294771c662066d,ferramentas_jardim,46,372,1,800,40,6,15
2f785af0f4f132585052347521b90b29,beleza_saude,46,456,1,529,20,18,16
2f847fc77fbaaf89e242abf6da368f1c,informatica_acessorios,60,926,1,550,19,4,15
2fad6925ba23d76e45c9496828e62a79,utilidades_domesticas,59,760,2,650,20,11,15
2fb02cd08d14624e7ed0d6c6e3c093c8,pet_shop,63,1451,3,900,35,20,45
2fb51d5cb775a68676826ebe06a17dc5,cama_mesa_banho,59,630,1,1000,35,7,24
2fd89f236e3e8f4b81b7b74f09f40186,brinquedos,22,235,1,150,17,4,13
2fd91ba79b5f4f8342b67bd79cb54b3f,brinquedos,58,761,3,450,38,12,20
2fe0cccc00239f01484b97ba65408800,cama_mesa_banho,56,500,1,967,28,7,30
2fea0f2cec6b6324a277d4a61c2ed2c6,beleza_saude,57,2026,3,100,11,11,11
2fec8bf6ad4d8e40874fbc3808f419cb,utilidades_domesticas,56,966,4,900,36,16,36
2ff17002562478fb03cd44f09e7ca51a,relogios_presentes,52,529,1,283,18,14,14
2ff995aead9c63a1f37a07b3664ead37,moveis_sala,45,353,1,7500,61,11,46
2ffdf10e724b958c0f7ea69e97d32f64,relogios_presentes,59,582,1,263,17,12,13
30048c2138eb22aebd13d31c07ba226b,utilidades_domesticas,27,386,2,5636,40,27,31
3006b8f5b476750a03137c1b2755cea1,informatica_acessorios,44,2911,5,100,16,16,16
3014e35fd70fce29095ced5cdc89f4ce,telefonia,51,244,1,125,17,10,14
3025303c80b01a0926fda2841cc31b4a,esporte_lazer,56,222,2,2100,40,25,28
30360c8b0b2ac6918f53ab66bc3c306f,relogios_presentes,56,561,1,350,21,12,14
303719bf7adc0897358c3dcc3c7a6190,brinquedos,56,263,4,2100,47,37,15
304104a478e3a605db6072a22e4ee228,eletroportateis,54,2667,5,2600,36,13,36
30462047cff6376a3f9958b2ea254943,construcao_ferramentas_jardim,38,673,1,150,16,20,20
30469bb5ea377eae7121981e2f0778e4,esporte_lazer,57,574,4,5950,20,30,80
304fad8dc4d2012dc4062839972f2d96,construcao_ferramentas_construcao,59,1775,2,1700,16,11,11
305307f44f730d8ddd6db6e2efedee64,cama_mesa_banho,47,556,1,700,30,5,20
306599a052830af3cfebe42ee7a79dde,utilidades_domesticas,54,354,1,1250,30,30,30
306b0c58328826c0564cbc520787d508,cama_mesa_banho,31,209,3,765,35,20,48
306dcbc0bb646b50b3d86c6803558347,utilidades_domesticas,58,469,5,2000,45,12,45
306e6b5dda3397e4a9312f94d82565b5,brinquedos,54,1213,9,8450,30,26,12
308a7360ee2e0ecfb6aa7708428692af,eletronicos,56,568,1,150,16,7,11
30a6a74ad9391b95bfc088f875ce8cfc,esporte_lazer,21,160,1,360,30,13,22
30ac6df06dc59ad72cf2f158fc2d904c,utilidades_domesticas,53,1034,2,16550,22,65,40
30b426aecc4e322e14030c1f384b1763,esporte_lazer,25,1002,1,2433,30,24,24
30c9836b54b1f5702a078b5b6c63db07,relogios_presentes,54,443,1,450,19,13,13
30caacf4dfc199dc577a9627395a881d,construcao_ferramentas_jardim,40,571,2,650,20,16,20
30ccf4724f5227265f837e9ba0246278,malas_acessorios,52,573,1,1450,49,10,33
30e010e9df8943899f267097d49b5c1a,beleza_saude,56,825,1,1300,22,26,20
3104dbf304c25fa1812a11ad924f8b57,flores,55,235,1,600,30,15,20
310794f4911fb5f5f2add5e9ad72b21f,moveis_decoracao,57,215,6,1200,25,17,25
310ae3c140ff94b03219ad0adc3c778f,beleza_saude,59,493,1,2000,30,12,16
310b40ec41fbfc061e5309006482e68a,livros_interesse_geral,59,179,1,500,18,16,16
310b993294194cea025dcc9c23637b62,utilidades_domesticas,54,417,2,8650,80,15,33
31207fc086e99a46400056ea7f77857e,beleza_saude,47,1482,1,700,16,100,11
31596cc4bf31a702bc34ab7223a827da,eletrodomesticos_2,33,1335,4,2850,62,11,40
31699327e8b1095210f7c48d91fc09f0,cama_mesa_banho,57,592,1,1400,38,11,30
317a06884480d645d7f0bc82455ec277,informatica_acessorios,59,1926,5,650,25,11,15
318fda70a35e94c586339fe51eafbe7d,utilidades_domesticas,59,932,1,1350,16,30,12
3193a48de17d955edc655009bfd530e3,bebes,31,1174,3,7698,41,39,46
31a2f42a87890f87d77daebdfabc182e,brinquedos,58,419,5,1700,30,35,25
31af99e01af722adb2067b365a311998,beleza_saude,58,698,6,425,24,16,14
31b8e7c2a22f3dba5183cc110bdd72f7,eletronicos,52,602,1,281,17,9,13
31c1d1dfbb4b2730140b8bd9248bcd58,cama_mesa_banho,58,58,1,200,20,2,15
31c4cfda24c7c817aa9761fa55185dd2,informatica_acessorios,20,159,1,433,21,15,11
31d25e931b760ea779cf29eb3c57c87b,brinquedos,27,609,2,550,37,31,11
31d976f5306d3408e3d41d670343495f,automotivo,58,1063,3,2600,25,15,20
31dbb0d1815bdc83c93f4b3472fa7c4d,,,,,300,24,24,11
31e085df58ad2bb752bfbabd1972197c,telefonia,58,816,6,300,17,4,12
31fd02b02c33827cbde22902cf80338c,utilidades_domesticas,51,1224,2,200,26,3,21
320e20e13905991b0d83e8f181fcc196,moveis_decoracao,63,476,2,300,80,10,60
322083bacc83416f56c4110e0216c2e1,moveis_decoracao,43,789,1,1050,20,35,20
3220cbacf7d9905cc63c2920c3dbd13f,perfumaria,56,3916,3,100,30,15,15
3225c54bb2785c33f49f50398fcdb88c,relogios_presentes,47,547,1,269,17,11,13
3236ebd1684fa3ff2b74858fcd9ea688,beleza_saude,53,1229,2,725,32,22,29
323aa447dc953b5592e25c37ce6f36e2,perfumaria,50,302,1,350,20,15,20
323c53e2d6f8bace877b0df931ab58f9,cama_mesa_banho,57,635,1,1300,20,16,20
328ccc632fdfa11f13190f1e6c773bdb,informatica_acessorios,57,798,1,150,20,15,20
32900f7eff5b58558727f11a07d1bcbd,moveis_decoracao,55,2137,2,350,69,11,11
3291a5461db3d7b6446dbd046f6cf055,cama_mesa_banho,51,329,1,600,16,10,16
32ab984210a9cc604931ba8408ec6994,esporte_lazer,45,450,1,1300,16,12,13
32ad146ce66014dd98fdc2190bc995d6,esporte_lazer,36,491,1,200,18,9,13
32aeecc02aa5adcb7f75155a80a47836,esporte_lazer,45,1575,1,2152,26,24,21
32b168004f17c743f16bcf5bab0de982,cool_stuff,23,789,1,5250,40,20,40
32b4ca7827a47902152f92205f5cab44,beleza_saude,27,566,1,300,26,17,20
32b8ee42e46363609baa9d10ce94d460,esporte_lazer,53,390,1,290,20,18,16
32b9c3230a57c4312a9419c44a2e45ef,esporte_lazer,48,596,6,1600,95,16,16
32bad49615b7c5da42609b98df97482c,portateis_casa_forno_e_cafe,51,81,1,50,18,8,13
32bcebd1122da0e45ac11739dd7a1cad,automotivo,49,83,1,11800,48,22,48
32ce8729ae3e7d91243934373ab532ec,ferramentas_jardim,55,199,1,850,34,3,15
32e18e89237933ebdaaebd78a27e7fa1,utilidades_domesticas,48,464,1,1400,26,41,26
330144665b875c2b4555f88d9f4ed7c1,beleza_saude,59,410,1,558,21,13,16
330286b1345b8cc5abfbb74da93465a6,esporte_lazer,51,1097,5,2800,56,28,33
3303c5bebf8d9dd9394a38501c4033f6,moveis_decoracao,62,222,9,1100,31,11,26
331a9e69c95aad991177b0f1ef85a261,beleza_saude,39,460,3,800,25,6,16
331b7c485fafc244f0b033bba8ac5578,eletrodomesticos,59,567,1,12050,35,46,35
331e79a28ee5afbb321a3146653085f2,moveis_escritorio,55,1286,1,10725,57,55,22
33202a8e7a645388c41ed714203d7131,alimentos,45,911,1,3350,20,21,20
332842d24e84234cd91299a225de76ab,relogios_presentes,58,1209,1,1750,50,6,19
332ada06f1c62d8a675e44330d53f785,pet_shop,47,606,1,500,20,40,12
332f9726c0192e9edf59cb7b1fae49df,beleza_saude,60,1040,1,1400,20,25,20
333789d98505fa09e6e270b62360996e,moveis_decoracao,63,810,6,550,27,15,20
3354a4e684f5e7199f9407db70ccd92b,cool_stuff,52,847,3,1200,42,25,15
3356d43bd57f974c4ae7fc5f9c4e589a,esporte_lazer,57,247,2,1300,60,15,15
3362ea39c2b9a88dc82f2cd6f6838bcc,utilidades_domesticas,57,475,4,200,40,11,30
3362ef5324870dec8f228bc39f93245b,utilidades_domesticas,57,664,1,1100,24,28,39
336cfb12a5468070795ae4c964f4ce47,esporte_lazer,35,584,3,1000,40,20,20
3373d1ed7bf5f3187f110c0e9e40a02b,,,,,200,25,5,15
337c81a0f9e751b6cbdf56680a33c365,esporte_lazer,56,635,1,163,16,9,12
337f10f83d8ba37edab89b7a0e9f32b0,beleza_saude,41,3388,1,150,16,5,17
338bf1554cc911be551275c6c6c396c7,utilidades_domesticas,35,347,2,1400,21,40,21
33900d427fa4bd3f509cdacda72e84a3,la_cuisine,52,287,1,2450,81,7,40
33924b6ae648c8e31d519ffba03f161a,automotivo,58,695,6,5100,47,19,23
3394bd1ad2fa9278c9da6724fbe73c60,alimentos_bebidas,36,352,3,650,16,23,17
3395972e03af62d7cb9bdb8a601383d8,perfumaria,23,1035,1,1000,16,16,16
33a11954c13e439a0a632a2cb996b534,esporte_lazer,30,157,2,250,27,4,11
33ab88b1e48538d846cd26ea55d34108,eletronicos,54,336,1,200,43,9,16
33b9801fec06f14bb7d33af01769bb3f,utilidades_domesticas,55,214,1,700,60,8,20
33ba4b29d820b397054cc97e892ab1bc,automotivo,57,955,2,300,17,10,15
33bd5538a16d23f0a39da1c9bfd20980,casa_conforto,52,181,1,2200,54,9,28
33c4b54c2a3e60ac5beb217d833d9f52,ferramentas_jardim,59,986,5,1650,30,23,20
33c818b0b45badf24c437fdf7982f58c,informatica_acessorios,47,294,1,278,16,9,11
33cf505f7d94c2283766b8b1b13ef3cd,cama_mesa_banho,52,118,1,900,25,15,20
33e0cfd1cd80a0491da068d7a7f93ff8,cama_mesa_banho,44,501,1,2400,30,30,30
33e77eecc23c25a65d10f627e5053617,moveis_escritorio,48,1092,1,7400,54,53,20
33f17ed3c6906f7a7ae17a0843536db4,telefonia,59,818,6,300,17,4,12
33fac76e7f17367dedaef7954bbb33b4,beleza_saude,63,1113,2,550,20,20,20
33fca9d59532dd4c191217a979346ab9,perfumaria,51,750,1,431,20,11,13
340e3e28357bb29f7612c86c13d9729a,beleza_saude,59,895,1,200,20,15,15
341141693c1995e911d0a5843f7c289b,perfumaria,39,613,1,458,19,13,15
34194988e78bc60417003c8a235b8083,informatica_acessorios,38,526,2,150,20,20,20
341d85d688ecc3353cf2a968e7ad0dbf,beleza_saude,47,554,1,350,16,10,20
3439529926df110506c6752e8f16d358,utilidades_domesticas,54,459,2,1190,38,20,22
34476af6d3d70a896db8dc512f43d627,malas_acessorios,45,348,4,450,25,40,11
345ebf31824c3871cbb94c377190d6f9,informatica_acessorios,43,463,2,140,16,13,12
34604421b410aa74270f4309503a4338,automotivo,33,703,5,1350,32,28,28
346a9c7bdc6236d95d5efa3ddf0866ef,eletroportateis,50,648,1,4000,40,20,25
3472b106bf41b1e7223330cdfb8a3673,cama_mesa_banho,43,125,1,250,40,4,30
3478e86e13980bc0cf09919ae35561f3,ferramentas_jardim,43,407,1,7600,56,54,12
347a1dbb9334cebdd3f2c43bc1b34455,artigos_de_natal,36,252,1,1800,46,27,29
3487b8d662448326a09da14416640170,moveis_decoracao,56,471,2,400,80,10,60
3488d2ce36e718097c1509444289ef7f,perfumaria,40,1176,1,514,18,12,15
3489d3fae282f7944399bc697554a1e5,perfumaria,38,590,1,450,18,5,11
348ddc765722b7885d765f63eed52eed,esporte_lazer,56,2981,1,2600,40,24,35
3498d7bf6679faec5a2e7d2b2e45443a,bebes,36,254,1,350,23,3,23
349ce46a0e2e20054aa9d80c48af8816,construcao_ferramentas_iluminacao,41,971,1,1300,16,19,16
34aec6c5358dee4e71cbaefc14935c5e,beleza_saude,60,733,1,150,20,10,20
34b3d6e3e824bdbecac9611588a63459,esporte_lazer,42,247,2,1550,60,15,15
34b61264ecf24043cc09e6f4dbf6c0f4,bebes,25,1203,2,9133,48,35,64
34d6306314a47fe15c1efdbc23302020,informatica_acessorios,38,301,1,107,7,7,10
34dabb8af33b3756cf72df05fb327011,tablets_impressao_imagem,56,512,1,300,26,10,26
34dc9ba20762290886d4d94d07a102e3,esporte_lazer,31,419,2,1650,30,8,30
34dcd1a460194e9a114524a6ec0ad39e,brinquedos,39,1223,1,350,17,15,12
34f99d82cfc355d08d8db780d14aa002,pcs,59,2009,2,25950,39,95,42
3505d914958a72baa40d2b1e0c56cd29,artigos_de_festas,63,545,7,50,16,4,11
35084deab9603bbb6035bb8638b1df89,moveis_decoracao,49,100,1,1200,25,25,20
3516632e8f52b679ff83d1665ecc990e,informatica_acessorios,45,267,1,167,16,12,13
3517fcc20a0c09017c875560c2d150f7,artigos_de_natal,37,212,1,500,16,10,11
35255921c732e0e9319097469d856cd5,relogios_presentes,54,630,6,400,18,11,15
35488a446a9fe259f079ba250f4e2110,perfumaria,55,712,4,950,26,8,16
35537536ed2b4c561b4018bf3abf54e0,esporte_lazer,59,1459,9,2100,36,9,14
35557c68a22ecebcf066e25ca2ddc144,ferramentas_jardim,50,741,3,300,17,7,12
35582ccc8dcd2cc9841d257c0506b641,esporte_lazer,56,1235,1,4250,20,20,20
3560066ba5a5b4f87a8d5de6da565792,beleza_saude,60,1441,1,1100,25,12,19
3570caaeaa3f5a1ae76392bb2b4155f9,esporte_lazer,31,492,3,1550,62,18,15
3581206bcfdc0f2611c3d1e8edb87719,esporte_lazer,28,829,1,2300,23,11,11
35ad08ea141acf7c484c97075944610f,perfumaria,41,402,1,225,16,11,11
35afc973633aaeb6b877ff57b2793310,casa_conforto,56,176,1,1825,53,10,40
35b9e8c317cea9e313573fe8cd9af9a2,relogios_presentes,35,251,1,350,16,2,11
35bc6c77029697004675d3a2ce505916,informatica_acessorios,36,327,1,610,27,12,20
35c22f2ce4b0627c44c10feec4d02c4d,esporte_lazer,20,198,4,1850,16,4,11
35c4a5bb0f191b77c8900661f047250b,esporte_lazer,33,186,1,1013,23,26,15
35d6a7880150d5dacc9ad0c9a9cfb233,instrumentos_musicais,45,1546,5,725,28,8,23
35ebf08a93899d44e756809e11b14754,eletronicos,55,240,1,150,18,12,15
35efb9f20785abb24313fa712efa8fdd,utilidades_domesticas,29,770,5,800,40,10,35
36038dae78cc227e4d14b174f0f695d0,esporte_lazer,42,1357,1,2200,20,20,20
3625fbaf8284047185fb0351f2f84ae3,esporte_lazer,55,815,4,1600,25,8,25
362b773250263786dd58670d2df42c3b,esporte_lazer,51,2526,1,200,16,16,11
362e37b5c8826ef516a607cb5f99b8f1,esporte_lazer,50,1037,5,13350,35,20,95
3630dfb4709c08ff762e5fba24d4341c,moveis_decoracao,59,971,3,200,40,10,16
363218ba55c610b750224f90bdd34be1,cama_mesa_banho,46,279,1,1813,67,12,47
3663ccbce96bbbea6b1b38558b5356a0,instrumentos_musicais,41,405,2,7050,66,17,36
3685c687db4b3d2da5085d23b408e93a,cool_stuff,49,805,1,300,25,10,20
368c6c730842d78016ad823897a372db,ferramentas_jardim,57,366,2,1650,30,22,30
368e069951582162e3d1d2151051e978,livros_tecnicos,41,2089,1,1200,40,2,17
36908dfc3aabeafc9039dc2365586c0e,esporte_lazer,55,1124,1,400,18,12,15
369dfa384d5ad2a0cb97cb4cda846c47,esporte_lazer,58,3784,7,225,25,18,18
36ba5561e351eef68d3554697132a9a8,construcao_ferramentas_jardim,55,2039,6,240,21,7,15
36c2fb4fa746273709c373f6d6ec6796,cama_mesa_banho,55,1714,1,6038,68,17,47
36cacc00d6c8a439a65077fd08294322,cama_mesa_banho,36,734,5,550,16,10,11
36d74b6f7d7c0e188328c310f9d9896e,fashion_bolsas_e_acessorios,46,455,6,450,24,10,12
36df104745cb6dd332bd1eff627af709,utilidades_domesticas,46,1318,3,493,22,6,22
36ea81e90d1292dcdc3ad8abb09c20fe,bebes,59,921,4,350,42,27,42
36ed077d2f4915bc4bd14ead16a028de,alimentos,49,477,2,750,16,20,16
36f60d45225e60c7da4558b070ce4b60,informatica_acessorios,33,300,1,207,19,11,14
36f78198534cccd08c53c29b56e82d55,beleza_saude,52,1784,2,150,16,6,11
37055d9442bfc227231d5983f329ff9f,market_place,33,718,1,300,18,11,14
371fa349d92646bbeea5873df0bcdc5a,utilidades_domesticas,49,342,1,490,20,18,16
372645c7439f9661fbbacfd129aa92ec,cama_mesa_banho,60,236,1,1500,34,7,32
3731a08877914ac1dbf9b7c995854f84,papelaria,55,298,1,250,16,6,11
3744370c8a357a29dbaccc9011605f60,utilidades_domesticas,52,124,1,2500,40,41,28
37470d84427730445b3b251bb796d528,eletrodomesticos,53,472,2,125,23,8,13
374fb6698c278b6af1c7b7c8fb95585e,relogios_presentes,59,476,2,350,16,2,11
37537165733f365867e2f4aad71aef6a,informatica_acessorios,59,1632,3,336,21,12,15
376450070f391460f4b67e13166cae60,telefonia,54,276,1,275,22,3,16
3777da5a4d01cc856906b449ddb7ffd3,construcao_ferramentas_construcao,55,510,8,7300,35,14,35
378fed7e555fa94c149f571bba1d71b0,automotivo,55,993,4,950,41,45,11
37a4e50cc932108a1a952dcb9c15b0e7,utilidades_domesticas,29,327,2,600,35,30,16
37a596b78c308cadd1669984686b04c4,esporte_lazer,57,2568,1,1800,22,18,18
37a6534264082d880dbd603dae588aaf,moveis_decoracao,49,170,3,550,16,5,20
37c0cfb5f2381b6130c1ddaa5df146ae,brinquedos,59,1359,3,1200,32,31,17
37dcce9d511e9729330ad4d80de13cfa,fashion_bolsas_e_acessorios,52,731,1,100,16,2,20
37e7030d6095e672ebf05e2133b1a1bf,instrumentos_musicais,40,1075,2,600,24,5,20
37f05006248fc8b0d04270ef02d24406,fashion_bolsas_e_acessorios,50,572,5,50,18,18,12
37f9b5f1e37fc317e03a93b80915992b,moveis_escritorio,63,1173,1,10500,52,50,16
380b4664ba5bb18cc9db78ee6bac3558,relogios_presentes,44,322,4,250,16,2,11
381a0b846affd6aa7e80a863bcda52b7,papelaria,48,207,3,300,24,7,14
381c84a4eb64a931d793f69112d5a34c,informatica_acessorios,53,814,4,2050,20,10,20
381db5acd0b7163fc12b8efc2fda6e9e,construcao_ferramentas_construcao,54,561,6,350,33,11,11
3822a27bc32b4e20694f1819c6d6e7ec,cama_mesa_banho,56,310,1,6400,30,6,25
382d3a69f930988d7ad77f78f31c0944,esporte_lazer,41,569,1,250,16,16,16
38327e062df5eb11f9ff87b586df0fd4,esporte_lazer,30,500,6,600,30,12,15
383390bacab031887058eccc2e994879,papelaria,54,1763,1,400,30,16,20
38462186c76afb66be5333598ba583cc,moveis_decoracao,51,685,1,300,32,2,32
38481079a1b7b615e150e2dc4d257bd7,moveis_decoracao,61,157,9,1950,35,11,26
385a33a408e9c35c9fbc2025c12f3784,informatica_acessorios,52,967,1,220,22,13,12
3863a6df816f3b8ce0358a1243541fcb,construcao_ferramentas_jardim,52,646,2,1225,45,28,28
386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54,120,1,835,40,9,33
386703f26f328414fe118e10a5d92675,telefonia,60,776,6,300,17,4,12
387e781bdd254dd8821e6194af0fa8d7,utilidades_domesticas,63,497,1,9950,47,20,60
388404eabf1c32aa6fc51105ce5220d7,instrumentos_musicais,44,627,2,300,17,7,11
389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,59,341,2,1750,37,22,40
38ac7ec5736a1b9121e85a1e6bd68e39,relogios_presentes,51,594,2,200,16,2,20
38c56c5c5b16958d95bf8254498ad555,relogios_presentes,58,786,2,500,16,11,11
38c7e0727a11964ebc52a23bead7d4f5,automotivo,49,1510,5,183,20,16,17
38d070104c7e27171e177d581758a90f,beleza_saude,36,498,1,450,16,30,11
38da2dd3fddf4b5eda6d46d781fde41b,cama_mesa_banho,40,698,1,1150,29,15,15
38ef617a023fc4398829dd8c2b9e8be6,cama_mesa_banho,54,559,1,650,16,10,16
38fa750a3a3b3204f169c86a3284d387,esporte_lazer,39,1057,1,183,16,18,16
3914a208bb9313e3d980399268ddd54e,ferramentas_jardim,40,1222,1,200,16,10,11
3918438461819ce9da3aad383410a292,cama_mesa_banho,58,231,1,8800,40,6,29
39184c850194aa002371b2d16c373f3e,cama_mesa_banho,37,257,1,5950,50,18,28
3918bb60ff48662029ca9f1e1f7b9842,fashion_bolsas_e_acessorios,59,352,3,550,43,16,27
391a014a66920fa0ce468319264e0232,consoles_games,38,880,2,550,33,28,41
392751de4e1e7a915ac4d838c3124f6d,informatica_acessorios,48,2985,4,645,18,16,16
3929458059a1c837b0d37c96b1e3f30a,cool_stuff,52,2922,8,1600,42,14,27
3932e37f1f658768ac53fbe680f145bc,cama_mesa_banho,60,850,1,1100,40,10,30
39397cf4e7567e4360d1cdef4e29744c,moveis_decoracao,55,125,1,1000,40,7,34
393ea9b030c3a8f7c14958a0b13dfc46,cool_stuff,55,1050,1,2100,40,30,20
3940247162a820eff119efe47b02182f,eletroportateis,48,1026,1,518,29,19,23
394b16cd32e9f883365dd7ebac4edbe0,eletronicos,53,377,1,150,25,7,16
394ccaadf8429703362e1796dccbf4d9,alimentos,38,1345,1,1400,16,20,15
39581a590c262629c9854596173834bd,informatica_acessorios,60,133,4,200,16,2,11
39774ab6b55af4ca99782e23935a97a4,moveis_escritorio,43,1363,1,12050,57,54,22
3986c6e32f39114eff1ded07f1cb16fb,industria_comercio_e_negocios,56,220,2,413,16,12,14
399656db7a0d49d36300b81120bffeb1,cama_mesa_banho,59,416,1,3225,40,5,30
3997a6da5a88930a92998ccbf98adf32,cool_stuff,48,671,2,9300,44,21,38
39a1a3b9314738724fce4b2907ae6686,cama_mesa_banho,60,198,1,1550,34,7,32
39a4610d926a93fee7cfa54319ac3515,ferramentas_jardim,59,660,7,1600,18,22,20
39a9942865c056ed2006a5e8c11d9537,brinquedos,47,556,5,800,37,14,37
39aa98469aa7460a9764311b3f8efb12,cama_mesa_banho,47,161,2,350,25,8,19
39af1cd37608a2db10b81fd2350ce047,pet_shop,41,998,1,533,24,15,16
39b146e69c32ffe0a469e95a71585843,construcao_ferramentas_construcao,58,339,1,2400,22,8,22
39b163e43ba84533daaba94c5a0712de,eletronicos,57,108,1,200,16,7,11
39b5afc4814b4e72b2bfe4f4806aac25,relogios_presentes,56,679,2,600,16,11,11
39b86f4e3aedf22731990099a660a6f5,fashion_bolsas_e_acessorios,59,150,7,200,16,2,20
39d4a8413d363755330d17445a28a76f,construcao_ferramentas_jardim,49,784,4,3250,30,16,40
39e2a9a2f088b50daf806b7a7e1aea82,casa_construcao,59,872,7,450,16,20,16
39e3d246a3edd7b9ceba203155c1542c,cama_mesa_banho,56,517,1,1050,16,10,16
39eef1b4d9ab7a5a121d3436b03ce7d3,papelaria,62,1331,1,1550,25,20,15
3a05a947f28cf46d789adedc107d7595,esporte_lazer,57,652,1,3450,16,15,20
3a135477bf41350a0b1d8afdf616d446,brinquedos,56,928,3,600,52,9,19
3a22eb30c7bdd30bf0a4729ed8614d82,esporte_lazer,43,289,1,1199,25,23,22
3a264b078bf20e98f315ff65c23fa263,brinquedos,35,478,2,8100,30,36,46
